,asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery,has_variations,unit_price,unit_count,product_availability,coupon_text
41,B0BCMND272,INSIGNIA 42-inch Class F20 Series Smart Full HD 1080p Fire TV with Alexa Voice Remote (NS-42F201NA23),$129.99,$179.99,USD,4.5,8999,https://www.amazon.com/dp/B0BCMND272,https://m.media-amazon.com/images/I/81-WrIFjNiL._AC_UY654_FMwebp_QL65_.jpg,1,$129.99,False,False,False,False,10K+ bought in past month,FREE delivery Oct 21 - 24 Or FREE pickup Tomorrow ready by 12 PM,False,,,,
42,B0CFPNV5KM,All-new Amazon Kindle Paperwhite Kids (16 GB) – larger 7&quot; glare-free display – Kids read an average of 1+ hour per day with Kindle – Cyber City,$179.99,,USD,,0,https://www.amazon.com/dp/B0CFPNV5KM,https://m.media-amazon.com/images/I/71YAm9kzxLL._AC_UY654_FMwebp_QL65_.jpg,1,$179.99,False,False,True,True,50+ bought in past month,"FREE delivery Wed, Oct 23",False,,,,
43,B089DR29T6,"Amazon Smart Plug | Works with Alexa | Simple setup, endless possibilities",$24.99,,USD,4.7,564736,https://www.amazon.com/dp/B089DR29T6,https://m.media-amazon.com/images/I/411tekLceiL._AC_UY654_FMwebp_QL65_.jpg,1,$24.99,False,False,True,True,10K+ bought in past month,"FREE delivery Tue, Oct 22 on $35 of items shipped by AmazonOr fastest delivery Sat, Oct 19",False,,,,
44,B096WJFX8M,"Amazon Fire 7 tablet (newest model) 7” display, read and watch, under $80 with 10-hour battery life, 32 GB, Black",$49.99,$79.99,USD,4.4,17587,https://www.amazon.com/dp/B096WJFX8M,https://m.media-amazon.com/images/I/51092zEMKaL._AC_UY654_FMwebp_QL65_.jpg,1,$49.99,True,False,True,True,10K+ bought in past month,"FREE delivery Mon, Oct 21 Or fastest delivery Fri, Oct 18",True,,,,
45,B076JKHDQT,Ring Rechargeable Quick Release Battery Pack,$34.99,,USD,4.7,125926,https://www.amazon.com/dp/B076JKHDQT,https://m.media-amazon.com/images/I/51kpytThp1L._AC_UY654_FMwebp_QL65_.jpg,5,$27.64,False,False,True,False,10K+ bought in past month,"FREE delivery Tue, Oct 22 on $35 of items shipped by AmazonOr fastest delivery Sat, Oct 19",False,,,,
46,B0CVDN4QS6,"New Amazon Fire HD 8 tablet, 8” HD Display, 3GB memory, 32GB, designed for portable entertainment, Black, (2024 release)",$99.99,,USD,4,33,https://www.amazon.com/dp/B0CVDN4QS6,https://m.media-amazon.com/images/I/71+l3bvTqTL._AC_UY654_FMwebp_QL65_.jpg,1,$99.99,False,False,True,True,7K+ bought in past month,"FREE delivery Wed, Oct 23 Or fastest delivery Fri, Oct 18",False,,,,
47,B0CNVBS5JN,"New Amazon Kindle Kids (16 GB) - If it breaks, we will replace it, includes ad-free books and cover, with glare-free display, faster page turns - Ocean Explorer",$129.99,,USD,,0,https://www.amazon.com/dp/B0CNVBS5JN,https://m.media-amazon.com/images/I/716Y7yx9+aL._AC_UY654_FMwebp_QL65_.jpg,1,$129.99,False,False,True,False,,"FREE delivery Wed, Oct 23 Or fastest delivery Tue, Oct 22",False,,,,
48,B09ZLTMWWH,INSIGNIA 32-inch Class F20 Series Smart HD 720p Fire TV with Alexa Voice Remote (NS-32F201NA23),$79.99,$129.99,USD,4.5,23100,https://www.amazon.com/dp/B09ZLTMWWH,https://m.media-amazon.com/images/I/815E5aShTqL._AC_UY654_FMwebp_QL65_.jpg,1,$79.99,True,False,False,False,10K+ bought in past month,FREE delivery Oct 21 - 24 Or FREE pickup Tomorrow ready by 12 PM,False,,,,
49,B0BTDYTRP4,"Certified Refurbished Ring Indoor Cam (2nd Gen) | latest generation | 1080p HD Video &amp; Color Night Vision, Two-Way Talk, and Manual Audio &amp; Video Privacy Cover | White",$29.99,$49.99,USD,4.6,537,https://www.amazon.com/dp/B0BTDYTRP4,https://m.media-amazon.com/images/I/51keHnu-7YL._AC_UY654_FMwebp_QL65_.jpg,1,$29.99,False,False,True,False,500+ bought in past month,"FREE delivery Tue, Oct 22 on $35 of items shipped by AmazonOr fastest delivery Fri, Oct 18",True,,,,
50,B07X6C9RMF,"Blink Mini – Compact indoor plug-in smart security camera, 1080p HD video, night vision, motion detection, two-way audio, easy set up, Works with Alexa – 1 camera (White)",$29.99,,USD,4.4,292880,https://www.amazon.com/dp/B07X6C9RMF,https://m.media-amazon.com/images/I/31k4JysPQ5L._AC_UY500_FMwebp_QL65_.jpg,1,$29.99,False,False,True,True,10K+ bought in past month,"FREE delivery Mon, Oct 21 on $35 of items shipped by AmazonOr fastest delivery Fri, Oct 18",True,,,,
51,B0D2FBN1W8,"New Amazon Kindle Scribe Premium Pen, Sleek Stylus Design with Improved Eraser - Tungsten",$79.99,,USD,,0,https://www.amazon.com/dp/B0D2FBN1W8,https://m.media-amazon.com/images/I/41XSWepOstL._AC_UY654_FMwebp_QL65_.jpg,1,$79.99,False,False,True,False,Also available in Metallic Jade,"FREE delivery Wed, Dec 18 Or fastest delivery Thu, Dec 12 This item will be released on December 4, 2024.",False,,,,
52,B08JHG867P,Blink Subscription Plus Plan with yearly auto-renewal,$100.00,,USD,4.4,230723,https://www.amazon.com/dp/B08JHG867P,https://m.media-amazon.com/images/I/316iIKOVz7L._AC_UY654_FMwebp_QL65_.png,1,$100.00,False,False,False,False,($100.00$100.00/year),,False,$100.00,1.0,,
53,B0CNY22DJP,2-Year Protection Plan for Kindle,$16.99,,USD,,0,https://www.amazon.com/dp/B0CNY22DJP,https://m.media-amazon.com/images/I/61pr8jEqv6L._AC_UY654_FMwebp_QL65_.jpg,1,$16.99,False,False,False,False,,FREE delivery Oct 22 - 24,False,,,,
54,B091G4YP57,"Amazon Fire TV Stick Lite, free and live TV, Alexa Voice Remote Lite, smart home controls, HD streaming",$29.99,,USD,4.6,71788,https://www.amazon.com/dp/B091G4YP57,https://m.media-amazon.com/images/I/41DTzx56EWL._AC_UY654_FMwebp_QL65_.jpg,1,$29.99,False,False,True,True,10K+ bought in past month,"FREE delivery Mon, Oct 21 on $35 of items shipped by AmazonOr fastest delivery Fri, Oct 18",False,,,,
55,B0D4FCG9MX,"Amazon Signage Stick - digital signage media player - quad-core SoC, 4K video streaming and playback, WiFi 6E",$99.99,,USD,3.5,3,https://www.amazon.com/dp/B0D4FCG9MX,https://m.media-amazon.com/images/I/61AAryt2KXL._AC_UY654_FMwebp_QL65_.jpg,1,$99.99,False,False,True,False,100+ bought in past month,"FREE delivery Wed, Oct 23 Or fastest delivery Fri, Oct 18",False,,,,
56,B08F6GPQQ7,"Ring Floodlight Cam Wired Plus with motion-activated 1080p HD video, White (2021 release)",$199.99,,USD,4.7,37185,https://www.amazon.com/dp/B08F6GPQQ7,https://m.media-amazon.com/images/I/51TdAAWxGnS._AC_UY654_FMwebp_QL65_.jpg,3,$127.83,False,False,True,True,10K+ bought in past month,"FREE delivery Mon, Oct 21 Or fastest delivery Fri, Oct 18",True,,,,
57,B0B1VQ1ZQY,"Amazon Fire Max 11 tablet (newest model) vivid 11” display, all-in-one for streaming, reading, and gaming, 14-hour battery life, optional stylus and keyboard, 64 GB, Gray",$149.99,$229.99,USD,4.4,10086,https://www.amazon.com/dp/B0B1VQ1ZQY,https://m.media-amazon.com/images/I/51gj5oQXbnL._AC_UY654_FMwebp_QL65_.jpg,1,$149.99,False,False,True,True,10K+ bought in past month,"FREE delivery Tue, Oct 22 Or fastest delivery Fri, Oct 18",False,,,,
58,B09JZ5BG26,"Ring Spotlight Cam Plus, Battery | Two-Way Talk, Color Night Vision, and Security Siren (2022 release) - White",$169.99,,USD,4.5,13606,https://www.amazon.com/dp/B09JZ5BG26,https://m.media-amazon.com/images/I/61ZtK6Lp4NL._AC_UY654_FMwebp_QL65_.jpg,3,$119.31,False,False,True,True,10K+ bought in past month,"FREE delivery Tue, Oct 22 Or fastest delivery Fri, Oct 18",True,,,,
59,B0D488N6BL,"Blink Outdoor 4 + Blink Mini 2 — Smart security cameras, two-way talk, HD live view, motion detection, set up in minutes, Works with Alexa — 3 camera system + Mini 2 (Black)",$299.98,,USD,4.5,52,https://www.amazon.com/dp/B0D488N6BL,https://m.media-amazon.com/images/I/41LfOltTYrL._AC_UY654_FMwebp_QL65_.jpg,1,$299.98,False,False,False,False,,FREE delivery,False,,,,
