,asin,product_title,product_price,product_original_price,product_star_rating,product_num_ratings,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,has_variations,product_availability
360,B07L5GDTYY,"International Version – Kindle Oasis – Now with adjustable warm light - 8 GB, Graphite",135.0,269.99,4.4,436,1,135.0,False,False,False,False,500+ bought in past month,False,
361,B0D934M552,Ring Battery Doorbell with Ring Floodlight Cam Wired Plus (Black),299.98,,,0,1,299.98,False,False,False,False,,False,
362,B07L4HF8J3,"Ring Smart Lighting – Floodlight, Wired, Outdoor Motion-Sensor Security Light, White (Starter Kit)",89.99,119.98,4.5,5560,1,89.99,False,False,False,True,Was: ,True,
363,B085VM9ZDD,"Amazon eero 6 mesh wifi system - Supports speeds up to 500 mbps, Connect to Alexa, Coverage up to 1,500 sq. ft.",89.99,,4.4,4696,1,89.99,False,False,True,True,2K+ bought in past month,False,
364,B01HXOEVNW,"Famavala Folio Case Cover for Previous Version Fire 7 Tablet [9th / 7th Generation, 2019/2017 Release] (LoveTree)",9.99,19.99,4.6,3184,1,9.99,False,False,True,False,100+ bought in past month,False,
365,B07WF98SVW,Wirewound Resistor for Ring Video Doorbell (1st Gen) and Ring Video Doorbell 2,9.99,,4.3,1330,1,9.99,False,False,True,False,100+ bought in past month,False,
366,B08B4648C4,Blink Silicone Camera Skin for Indoor and Outdoor – White,7.99,,4.4,737,2,6.31,False,False,True,False,200+ bought in past month,False,
367,B07YPB8TBS,"Ring Solar Pathlight - Outdoor Motion-Sensor Security Light, Black (Bridge required)",34.99,,4.2,3736,1,34.99,False,False,True,True,500+ bought in past month,False,
368,B0C5K5RBTC,Ring Battery Doorbell Plus with Echo Show 5 (3rd Gen),239.98,269.98,4.7,89,1,239.98,False,False,False,True,List: ,False,
369,B09K31S8JG,Ring 10 ft. Barrel Plug Extension Cable - Compatible with Ring Solar Panel and Super Solar Panel for Cameras,12.99,,4.6,425,1,12.99,False,False,True,False,200+ bought in past month,True,
370,B0B83DG9W2,"Ring Spotlight Cam Pro, Solar | 3D Motion Detection, Two-Way Talk with Audio+, and Dual-Band Wifi (2022 release) - Black",249.99,266.98,4.5,158,1,249.99,False,False,False,False,Was: ,False,
371,B0BNPFYL92,"Anti-Glare Writable Screen Protector (2 Pack), for Amazon Fire HD 10, (13th Gen, 2023 release)",18.99,,4.1,186,1,18.99,False,False,True,False,300+ bought in past month,False,
372,B0BN4QKG99,Amazon Echo Power Adapter 12W Chalk: Echo Hub,19.99,,5,1,1,19.99,False,False,True,False,,False,
373,B0BC2BRR2X,3.5mm Auxiliary Cable for Echo Auto (2nd Gen),4.99,,4.3,242,1,4.99,False,False,True,False,100+ bought in past month,False,
374,B0B4MP37TN,"Trifold Case, for Fire HD 8 tablet &amp; Fire HD 8 Plus tablet (2022 Release)",19.99,,4.3,611,1,19.99,False,False,True,False,50+ bought in past month,False,
375,B0BQPQTLFY,"Amazon Kid-Proof Case for Fire HD 10 tablet (Only compatible with 13th generation tablet, 2023 release) - Disney Mickey Mouse",39.99,,4.8,304,3,31.9,False,False,True,True,100+ bought in past month,False,
376,B0CHLDQS9M,"Ring Floodlight Cam Wired Plus, White with Ring Video Doorbell, Satin Nickel",299.98,,4.8,161,1,299.98,False,False,False,True,This product is certified by Amazon to work with Alexa. This product can be controlled with your voice through Alexa-enabled devices such as Amazon Echo and Amazon Tap.,False,
377,B0CDQMNZZQ,Made for Amazon Decorative Frame for Echo Hub,16.99,,3.9,64,4,12.36,False,False,True,True,100+ bought in past month,False,Only 11 left in stock - order soon.
378,B07W1WVXFQ,Indoor/Outdoor Power Adapter Barrel Plug for Ring Stick Up Cam Plug-In - White,39.99,,4.6,817,1,39.99,False,False,True,False,500+ bought in past month,True,
379,B0798KPH5X,Echo Sub - Powerful subwoofer for your Echo - requires compatible Echo device,129.99,,4.2,16498,1,129.99,False,False,True,False,1K+ bought in past month,False,
380,B0B3YL8RRV,"Ring USB-C to Barrel Plug Adapter for Barrel Plug Cameras and USB-C Solar Panels, White",12.99,,4.4,270,2,11.32,False,False,True,False,100+ bought in past month,True,
381,B0D43T1QKG,Blink Outdoor 4 one-camera system + Amazon Echo Show 5,189.98,,3.3,4,1,189.98,False,False,False,False,,False,
382,B097CY8VMC,"NuPro Antimicrobial Screen Protector for Kindle Paperwhite Signature Edition (11th generation, 2021)",12.99,,4.6,1457,1,12.99,False,False,True,False,500+ bought in past month,False,
383,B0B2SG1LVB,"Like-new Amazon Fire Max 11 tablet, vivid 11” display, all-in-one for streaming, reading, and gaming, 14-hour battery life, optional stylus and keyboard, 64 GB, Gray",199.99,,4.3,247,1,199.99,False,False,True,False,500+ bought in past month,False,
384,B086DKVS1N,"Certified Refurbished Blink Outdoor (3rd Gen) - wireless, weather-resistant HD security camera, two-year battery life, motion detection, set up in minutes – 2 camera kit",159.99,,4.3,6906,1,159.99,False,False,False,True,100+ bought in past month,False,
385,B09LRJMT4S,WiZ 40W B12 Color LED Smart Candle-Shaped Bulb - Pack of 1 - E26- Indoor - Connects to Your Existing Wi-Fi - Control with Voice or App + Activate with Motion - Matter Compatible,21.61,,4.3,397,10,15.44,False,False,True,True,400+ bought in past month,False,
386,B09TVNYG58,"Made for Amazon Clear Case &amp; Glass Screen Protector, for Fire HD 8 Tablet (2022 Release) | Blue",16.99,29.99,4.6,602,2,12.39,False,False,True,True,100+ bought in past month,False,
387,B07JCJP2N5,Mission Remote Case for The All-New Fire TV Voice Remote (2018 Version for Fire TV Stick 4K and Fire TV Cube) (Candy Red),4.99,,4.7,22842,1,4.99,False,False,True,True,50+ bought in past month,False,
388,B0CMW3W749,"All-New, Made for Amazon, Wall Mount for eero Max 7",29.99,,4.4,19,1,29.99,False,False,True,True,200+ bought in past month,False,
389,B09B352X9X,Made for Amazon In-Wall Cable Management Kit,19.99,,4.5,196,1,19.99,False,False,True,False,50+ bought in past month,False,
390,B0B2BBS3RB,WiZ 100W Eq. (14.5W) A21 Tunable White LED Smart Bulb - Pack of 1 - E26- Indoor - Connects to Your Existing Wi-Fi - Control with Voice or App + Activate with Motion - Matter Compatible,10.99,,3.9,277,1,10.99,False,False,True,False,50+ bought in past month,False,
391,B08KHZ1VMN,Ring Video Doorbell Pro 2 with Ring Chime Pro,289.98,,4.7,628,1,289.98,False,False,False,True,This product is certified by Amazon to work with Alexa. This product can be controlled with your voice through Alexa-enabled devices such as Amazon Echo and Amazon Tap.,False,
392,B0D932TB97,Ring Battery Doorbell with Ring Floodlight Cam Wired Plus (White),299.98,,,0,1,299.98,False,False,False,False,,False,
393,B0CTLH7TDN,"Samsung Smart TV Remote Control Replacement,Universal for All Samsung TVs… (with Netflix, Hulu Prime Video Buttons)",8.89,,4.3,95,1,8.89,False,False,True,False,50+ bought in past month,False,
394,B0CF3SGT1T,"Tilt Stand for Echo Show 8 (3rd Gen, 2023 release)",29.99,,4.6,387,11,16.61,False,False,True,False,1K+ bought in past month,False,
395,B099HXDWZS,"Blink Outdoor (3rd Gen) + Solar Panel Charging Mount – wireless, HD smart security camera, solar-powered, motion detection – Add-on camera (Sync Module required)",99.99,,3.9,4641,1,99.99,False,False,True,True,400+ bought in past month,False,
396,B07XMPSV5C,2-Year Accident Protection Plan for All New Echo 4th Gen,14.99,,4.7,1985,1,14.99,False,False,False,False,200+ bought in past month,False,
397,B09WHW4GDV,"Screen Protector (2 Pack), for Echo Show 8 (1st and 2nd Gen)",5.99,14.99,4.6,124,5,4.22,False,False,True,False,50+ bought in past month,False,
398,B09Z7HXTRT,"Made For Amazon, 15W Type-C Wall Charger with USB-C Cable",24.99,,4.6,1289,1,24.99,False,False,True,False,500+ bought in past month,False,
399,B07L3H39CD,"Ring Smart Lighting – Spotlight, Battery-Powered, Outdoor Motion-Sensor Security Light, White (Starter Kit: 2-pack)",99.99,129.97,4.4,5177,1,99.99,False,False,False,True,Was: ,True,
400,B085RVS6FV,"Made for Amazon, Wireless Charging Dock for Amazon Fire HD 8 Plus (2022 &amp; 2020 Releases)",39.99,49.99,4.5,10176,1,39.99,False,False,True,False,2K+ bought in past month,False,
401,B08B44QFJJ,Blink Camera Stand – Black – 1 Pack,9.99,,4.4,910,1,9.99,False,False,True,False,100+ bought in past month,False,
402,B0875FJCR2,"Made for Amazon Volume Limiting Bluetooth BuddyPhones, PlayTime in Blue. Ages (3-7)",,,4.5,4864,1,,False,False,False,False,,False,
403,B0BNPFPL7D,"Tempered Glass Screen Protector (1 Pack), for Amazon Fire HD 10, (13th Gen, 2023 release)",19.99,,4.3,21,1,19.99,False,False,True,False,,False,
404,B097W14FV3,Ring Pole Mount for Cameras and Solar Panels - White,24.99,,4.5,629,1,24.99,False,False,True,False,400+ bought in past month,False,
405,B0C2RV76LD,"Blink Wired Floodlight Camera + Video Doorbell | Two-way audio, HD day and night video, motion detection, works with Alexa — (White)",149.98,,4.4,99,1,149.98,False,False,False,False,,False,
406,B0BFCJF66B,Echo Auto (2nd Gen) with Adjustable Car Vent Mount for Echo Auto,62.98,,4.3,230,1,62.98,False,False,False,False,,False,
407,B09SVGPSHC,2-Year Protection plan for Echo Frames,39.99,,5,1,1,39.99,False,False,False,False,50+ bought in past month,False,
408,B09X2277HJ,2-Year Protection Plan for Echo Auto,4.99,,2.3,4,1,4.99,False,False,False,False,50+ bought in past month,False,
409,B0B2B25S9L,WiZ 65W BR30 Tunable White LED Smart Bulb - Pack of 1 - E26- Indoor - Connects to Your Existing Wi-Fi - Control with Voice or App + Activate with Motion - Matter Compatible,9.34,10.99,4,72,1,9.34,False,True,True,False,List: ,False,Only 3 left in stock - order soon.
410,B0036UU40C,Ozeri Kandle Book Light - LED Reading Light Designed for Books and eReaders.,11.87,39.99,4,972,1,11.87,False,False,True,False,50+ bought in past month,True,
411,B0BXFWJ63S,"Certified Refurbished Amazon Fire TV Stick 4K streaming device, more than 1.5 million movies and TV episodes, supports Wi-Fi 6, watch free &amp; live TV",44.99,,4.3,726,1,44.99,False,False,False,False,6K+ bought in past month,False,Only 1 left in stock - order soon.
412,B07ZDTXJ93,Ring Alarm 5-Piece Kit - home security system with 30-day free Ring Protect Pro subscription,199.99,,4.7,5084,1,199.99,False,False,True,True,1K+ bought in past month,False,
413,B095359GTP,Made for Amazon Universal Full-Motion TV Wall Mount for TVs up to 55&quot; and Compatible with Amazon Fire TVs,34.78,37.28,4.6,938,4,29.64,False,False,True,False,500+ bought in past month,False,
414,B08N37F83S,Ring PoE Adapter (2nd Gen) - Black,24.99,,4.2,39,2,23.99,False,False,True,False,More Buying Choices,False,
415,B0CXF1PVNV,"Amazon Kid-Proof Case for Fire HD 8 tablet (Only compatible with 12th generation tablet), Disney Princess",34.99,,4.7,527,1,34.99,False,False,True,False,Price may vary by color,False,
416,B0BLL4W9WB,Made For Amazon Sleeve for Echo Pop (2023 Release),16.99,,4.6,992,1,16.99,False,False,True,True,Shop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.,False,
417,B0BRRXP8C4,"All-new Ring Indoor Cam, White with Ring Video Doorbell Wired",109.98,,4.6,50,1,109.98,False,False,False,False,,False,
418,B0BLTWYG5C,"Made for Amazon Shelf Wall Mount, for Echo Pop (2023 Release)",16.99,,4.6,1329,11,10.03,False,False,True,False,500+ bought in past month,False,
419,B09HJJN7MS,"Amazon eero Max 7 mesh wifi router | Wireless speeds up to 4.3 Gbps | Coverage up to 2,500 sq. ft. | Connect 200+ devices | Ideal for Gaming | 1-Pack | Latest Gen",599.99,,4.1,387,1,599.99,False,False,True,True,This product is certified by Amazon to work with Alexa. This product can be controlled with your voice through Alexa-enabled devices such as Amazon Echo and Amazon Tap.,False,
420,B08GDFJBD3,"Made for Amazon Extension Cable, 10’ (3M) Length in White, for Echo (4th Gen)",12.99,,4.4,246,2,11.95,False,False,True,False,50+ bought in past month,False,
421,B0CYVHNM44,Ring Battery Doorbell with Ring Stick Up Cam Battery (White),179.99,199.98,,0,1,179.99,False,False,False,False,Was: ,False,
422,B07KXPDML3,"Ring Smart Lighting – Pathlight, Battery-Powered, Outdoor Motion-Sensor Security Light, Black (Bridge required)",29.99,,4.5,3423,1,29.99,False,False,True,True,500+ bought in past month,False,
423,B07WMMD6DD,Certified Refurbished Amazon eero mesh WiFi router,55.99,,4.4,2025,1,55.99,False,False,True,True,1K+ bought in past month,False,
424,B0865XD3C6,"Power Cord Replacement for Alexa Show 8, Show 2nd Gen, Show 10 (3rd Gen) and Plus 2nd Gen, 30W Charger",11.99,,4.4,577,1,11.99,False,False,True,False,100+ bought in past month,False,
425,B08MR346LT,2-Year Protection Plan for Fire TV Stick 4K Max,5.49,,4.6,2507,1,5.49,False,False,False,False,,False,
426,B01G1LFS08,"Beams MB720A 20 Lumen Amber LED Sleep Friendly Wireless Battery Powered Motion Sensing Nightlight, 3-Pack, White",29.99,,4.5,5673,1,29.99,False,False,True,False,500+ bought in past month,False,
427,B09BK7CY13,Blink Solar Panel 13 Foot Extension Cable — Black,12.99,,4.3,174,1,12.99,False,False,True,False,,False,
428,B07KD7FB5L,"Fire HD 10 Tablet (10.1&quot; 1080p full HD display, 64 GB) – Twilight Blue (2019 Release)",,,4.6,207816,1,,False,False,False,False,,True,
429,B09MV5NVZQ,4-Year Protection plan for Fire TV 50&quot; Omni QLED,55.99,74.99,2.8,2,1,55.99,False,False,False,False,50+ bought in past month,False,
430,B0CGL6B3YZ,Standing Remote Cover for Alexa Voice Remote (2022 Release) | Glow in the Dark,16.99,19.99,4.6,32,1,16.99,False,False,True,False,Typical: ,False,
431,B0D934R2KG,Ring Battery Doorbell with Ring Floodlight Cam Wired Plus (Black),299.98,,5,1,1,299.98,False,False,False,False,,False,
432,B08PDC7Y5S,"Made for Amazon Remote Cover Case, for Alexa Voice Remote (3rd Gen) - Blue",14.99,,4.7,13223,1,14.99,False,False,True,True,50+ bought in past month,False,
433,B07TC6BW9X,2-Year Protection Plan plus Accident Protection for Echo Studio (delivered via e-mail),17.99,,4.5,466,1,17.99,False,False,False,False,100+ bought in past month,False,
434,B099LFLKMP,"Made for Amazon Tilt and Swivel Stand, for the Echo Show 15",43.99,,4.7,3788,25,25.01,False,False,True,False,500+ bought in past month,False,
435,B0BWKXP8X5,"Echo Buds (2023 Release) Replacement Silicone Earbud Covers, fit in case while charging",9.99,,4.1,76,1,9.99,False,False,True,False,50+ bought in past month,False,
436,B09MV6RG6N,4-Year Protection plan for Fire TV 43&quot; Omni QLED,44.99,59.99,2.8,5,1,44.99,False,False,False,False,50+ bought in past month,False,
437,B0C67F4KSY,"Blink Wired Floodlight Camera + Video Doorbell with Sync Module 2 | Two-way audio, HD day and night video, motion detection, Works with Alexa — (Black)",159.98,,4.4,51,1,159.98,False,False,False,False,,False,
438,B0CFCDWMKH,Made for Amazon Rotating Wall Mount for Echo Show 15,29.99,,4.5,113,13,17.09,False,False,True,False,100+ bought in past month,False,
439,B0C2S33D2D,"Blink Wired Floodlight Camera + Video Doorbell with Sync Module 2 | Two-way audio, HD day and night video, motion detection, works with Alexa — (White)",159.98,,4.5,134,1,159.98,False,False,False,False,,False,
440,B09RV53551,"Made for Amazon Battery Base, for Echo Dot (4th &amp; 5th generation)",39.99,,4.5,5636,17,16.64,False,False,True,True,500+ bought in past month,False,
441,B071DXKSCY,"Protected by Blink Video Security Window Decals, Pack of 3",8.99,,4.4,2448,1,8.99,False,False,True,False,300+ bought in past month,False,
442,B0BC2C71H1,Adjustable Car Vent Mount for Echo Auto (2nd Gen),7.99,,4.4,1853,6,5.99,False,False,True,False,500+ bought in past month,False,
443,B07Z5PDS3M,Ring Peephole Cam Faceplate - Galaxy Black,14.99,,4.3,827,1,14.99,False,False,True,False,50+ bought in past month,True,
444,B0874DN1P7,"Made For Amazon, Smart Clock for Echo Flex",14.99,,4.6,5110,1,14.99,False,False,True,False,50+ bought in past month,False,
445,B0B3PLSJRL,"Nupro Bookcover, for Kindle (2022 Release)",19.99,,4.7,6809,1,19.99,False,False,True,False,200+ bought in past month,False,
446,B07PYPCX21,"Remote Case/Cover for Fire TV Stick 4K,Protective Silicone Holder Lightweight[Anti Slip]ShockProof for Fire TV Cube/Fire TV(3rd Gen)Compatible with All-New 2nd Gen Alexa Voice Remote Control-Glow Blue",12.0,,4.4,3512,1,12.0,False,False,True,False,Price may vary by color,False,
447,B07JF63SJH,Made for Amazon Outlet Shelf,19.99,,4.6,15506,8,13.41,False,False,True,False,500+ bought in past month,False,
448,B0D76X95CF,AN-MR20GA Replacement Magic Remote Control for LG Smart TV Remote LG-TV-Remote with Voice and Pointer Function Universal LG Remote for LG UHD OLED QNED NanoCell 4K 8K Models Google/Alexa,16.77,,4.8,10,1,16.77,False,False,True,False,,False,
449,B0B2B3TQM9,WiZ 60W A19 Tunable White LED Smart Bulb - Pack of 1 - E26- Indoor - Connects to Your Existing Wi-Fi - Control with Voice or App + Activate with Motion - Matter Compatible,8.49,9.99,4.1,357,7,5.42,False,False,True,False,List: ,False,
450,B09VZ2T1JH,"Made For Amazon Outlet Hanger, for Echo Dot (5th generation). Not compatible with Echo Dot Clock.",18.99,,4.3,1228,10,10.35,False,False,True,False,200+ bought in past month,False,
451,B0D8JX6ZH7,Echo Show 5 with TP-Link Tapo Smart Color Bulb,89.99,114.98,3,4,1,89.99,False,False,False,False,List: ,False,
452,B094YXNBNL,Floodlight Mount Accessory for Blink Outdoor Camera (3rd Gen) with 2-year battery life (Black),39.99,,4.3,15841,1,39.99,False,False,True,True,500+ bought in past month,False,
453,B0DF15XVF8,Echo Show 8 with TP-Link Tapo Smart Color Bulb,149.99,174.98,2.7,5,1,149.99,False,False,False,False,List: ,False,
454,B09533KXM2,Made for Amazon Universal Tilting TV Wall Mount for 50-86&quot; TVs and Compatible with Amazon Fire TVs,59.99,,4.7,1240,1,59.99,False,False,True,False,500+ bought in past month,False,
455,B096BZGT11,"Made for Amazon, Clear Case with Screen Protector for Kindle Paperwhite &amp; Kindle Paperwhite Signature Edition.",21.99,,4.8,1533,7,11.07,False,False,True,True,300+ bought in past month,False,
456,B08FBMKWP6,Like-new Ring Wired Doorbell Pro (Video Doorbell Pro 2) – Best-in-class with cutting-edge features (existing doorbell wiring required),127.99,199.99,4.5,671,1,127.99,False,False,True,True,1K+ bought in past month,False,
457,B0D934JSBF,Ring Battery Doorbell with Ring Chime,124.99,,5,4,1,124.99,False,False,False,False,,False,
458,B0BX79TRGC,"Amazon Kid-Friendly Case for Fire HD 10 tablet (Only compatible with 13th generation tablet, 2023 release) - Happy Day",34.99,,4.4,333,6,29.52,False,False,True,True,200+ bought in past month,False,
459,B07YPB5JYM,"Ring Solar Steplight -- Outdoor Motion-Sensor Security Light, Black (Bridge required)",29.99,,4.4,1745,1,29.99,False,False,True,True,200+ bought in past month,True,
460,B0946D128Y,"Ring Indoor/Outdoor Pan-Tilt Mount for Stick Up Cam Plug-In, White (Power adapter and camera not included)",44.99,,4.5,3964,3,44.54,False,False,True,False,1K+ bought in past month,True,
461,B08MN7FN9G,2-Year Protection Plan for Echo Show 15,34.99,,4.4,166,1,34.99,False,False,False,False,100+ bought in past month,False,
462,B097CWX993,"NuPro Book Cover for Kindle Paperwhite, Blue (11th Gen; 2021 release)",26.99,,4.7,3645,1,26.99,False,False,True,False,50+ bought in past month,False,
463,B0CC5WMQFH,Alexa Emergency Assist Monthly (auto-renewal),5.99,,4.4,908,1,5.99,False,False,False,False,($5.99$5.99/month),False,
464,B0BLL35QCZ,Made for Amazon Stand with USB-C and USB-A charging ports for Echo Pop (2023 Release),29.99,,4.5,513,4,22.64,False,False,True,True,100+ bought in past month,False,
465,B013EYDHLW,"NuPro Fire Screen Protector Kit (2-Pack) (5th Generation - 2015 release), Anti-Glare",4.99,12.99,4.4,2415,1,4.99,False,False,True,False,List: ,False,
466,B0B64SBSPW,"NuPro Anti-Glare Screen Protector (2 Pack), for Kindle (2022 Release)",15.99,,4.6,2050,1,15.99,False,False,True,False,100+ bought in past month,False,
467,B0BKRJFJ9T,"Made For Amazon Outlet Hanger, for Echo Pop",16.99,,4.3,680,10,10.48,False,False,True,False,200+ bought in past month,False,
468,B099GYVGW4,"Certified Refurbished Amazon Fire 7 tablet, 7” display, 16 GB, 10 hours battery life, light and portable for entertainment at home or on-the-go, (2022 release), Black",49.99,,4.4,1414,1,49.99,False,False,True,False,300+ bought in past month,True,
469,B0D9C2V83V,"Amazon Smart Plug | Works with Alexa | Simple setup, endless possibilities (2 Pack)",49.98,,,0,1,49.98,False,False,False,False,,False,
470,B07X7JG3R7,"OREI HDMI over Ethernet Extender Over CAT5/CAT6 over IP one to many option, with IR Upto 330 Feet - Loop Out - 1080P Full HD Signal Distribution (HD-EXM330-K)",79.99,,4.2,90,7,51.99,False,False,True,True,50+ bought in past month,False,
471,B0B5M3TFCP,2-Year Protection plan for Amazon Echo Hub,20.99,,,0,1,20.99,False,False,False,False,50+ bought in past month,False,
472,B09RX36H6Z,"Certified Refurbished Echo Dot (5th Gen, 2022 release) with clock | Smart speaker with clock and Alexa | Cloud Blue",53.99,,4.6,1080,1,53.99,False,False,False,False,300+ bought in past month,False,
473,B08NVVRCTM,"All New, Made for Amazon, featuring The Mandalorian Baby Grogu ™-inspired Stand for Amazon Echo Dot (4th &amp; 5th Gen)",14.99,27.99,4.8,8660,10,10.04,False,False,True,False,500+ bought in past month,False,
474,B09FNY4RRP,"Kindle Paperwhite Signature Edition Essentials Bundle including Kindle Paperwhite Signature Edition - Wifi, Without Ads, Amazon Cork Cover, and Wireless charging dock",252.97,272.97,4.7,733,1,252.97,False,False,False,False,List: ,False,
475,B013TMN4GW,Made for Amazon SanDisk 16GB microSD Memory Card for Fire Tablets and Fire TV,9.05,14.99,4.4,4499,3,9.0,False,False,True,False,300+ bought in past month,False,Only 14 left in stock - order soon.
476,B082X132JH,2-Year Accident Protection Plan for All New Echo Show 10 3rd Gen,39.99,,4.6,731,1,39.99,False,False,False,False,200+ bought in past month,False,
477,B07RR6NBST,"1-Year Protection Plan plus Accident Protection for Fire TV Cube (2019 release, delivered via e-mail)",14.99,,5,2,1,14.99,False,False,False,False,,False,
478,B0CCZMMD9D,"Ring Battery Doorbell Plus with Ring Stick Up Cam Battery, White",219.99,249.98,4.6,91,1,219.99,False,False,False,True,Was: ,False,
479,B0D931YTT2,Ring Battery Doorbell with Ring Indoor Cam 2nd Gen (Black),139.99,159.98,5,1,1,139.99,False,False,False,False,Was: ,False,
480,B099LK8V8G,"Made for Amazon Extension Cable, 6&#x27; Length, for Echo Show 15",14.99,,4.7,3538,5,13.79,False,False,True,False,100+ bought in past month,False,
481,B08PD28JWY,"Made For Amazon Clear Case with Screen Protector for Kindle Paperwhite (4th Generation, 2018 Release)",9.99,,4.4,427,3,7.49,False,True,True,True,Shop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.,False,
482,B0BH981JLV,"Certified Refurbished Amazon eero 6 dual-band mesh Wi-Fi 6 system, with built-in Zigbee smart home hub (1 router + 2 extenders)",169.0,214.97,4.5,893,1,169.0,False,False,False,False,Was: ,False,
483,B08SDPY6V9,"Made for Amazon, Clear Case with Screen Protector for Fire HD 10 (10th Generation, 2021 release) &amp; Fire HD 10 Plus (10th Generation, 2021 release)",19.99,27.99,4.5,1690,6,13.22,False,False,True,True,List: ,False,
484,B0B8PL5DDP,"Certified Refurbished Ring Spotlight Cam Pro, Battery | 3D Motion Detection, Two-Way Talk with Audio+, and Dual-Band Wifi (2022 release) - Black",139.99,194.99,3.7,71,1,139.99,False,False,True,False,200+ bought in past month,True,
485,B0CDJ3DMM2,Echo Pop Kids Marvel&#x27;s Avengers with Echo Glow,79.98,,4.6,48,1,79.98,False,False,False,False,Also available in Disney Princess,False,
486,B07Y8Z4RX1,"Amazon Fire HD 8 Cover, compatible with 10th generation tablet, 2020 release, Sandstone White",14.99,29.99,4.6,32199,2,13.96,False,False,True,False,100+ bought in past month,False,
487,B0BRRNRXS7,"All-new Ring Indoor Cam, Black with Ring Video Doorbell Wired",109.98,,4.2,55,1,109.98,False,False,False,False,,False,
488,B0C62MHK2Z,"Certified Refurbished Ring Stick Up Cam Battery HD security camera with custom privacy controls, Simple setup, Works with Alexa - White",89.99,,4.6,9767,1,89.99,False,False,True,False,1K+ bought in past month,True,
489,B0875FMCZK,"Made for Amazon Volume Limiting Bluetooth BuddyPhones, PlayTime in Pink. Ages (3-7)",,,4.5,9459,1,,False,False,False,False,,False,
490,B0B5VLTC6D,"Certified Refurbished Blink Wired Floodlight Camera – Smart security camera, 2600 lumens, HD live view, enhanced motion detection, built-in siren, Works with Alexa – 1 camera (Black)",79.99,,4.1,7,1,79.99,False,False,True,True,400+ bought in past month,True,
491,B07MV5B9XC,Ring Alarm Panic Button,20.99,,4.7,2416,1,20.99,False,False,True,False,200+ bought in past month,False,
492,B0B69Z8CNP,"Made For Amazon Wall Mount, for Echo Dot (4th &amp; 5th Generations)",7.99,19.99,4.5,912,7,4.97,False,False,True,False,100+ bought in past month,False,
493,B0923BK77S,Ring Alarm Outdoor Contact Sensor,49.99,,4.4,1469,1,49.99,False,False,True,True,400+ bought in past month,False,
494,B07YP9W129,"Ring Solar Floodlight -- Outdoor Motion-Sensor Security Light, White (Bridge required)",89.99,,4.4,3563,1,89.99,False,False,True,True,500+ bought in past month,False,
495,B00FFS6E0M,Supershieldz (3 Pack) Anti Glare and Anti Fingerprint (Matte) Screen Protector Designed for Kindle Fire HDX 7 inch Tablet (2013 Release Only),9.99,11.99,4.1,326,1,9.99,False,False,True,True,($3.33$3.33/Count),False,
496,B004G6NYB6,ENERGIZER ULTIMATE LITH AA 634352 PK10,31.61,33.99,4.6,12881,6,26.44,False,False,True,False,300+ bought in past month,False,
497,B07B8FLJ79,"Kindle Oasis Leather Cover, Merlot",29.99,49.99,4.6,5849,6,25.52,False,False,True,False,400+ bought in past month,False,
498,B0D8Q5MKNL,"Amazon Fire TV Stick 4K, Robot White Core Wireless Controller, and 1 Month Game Pass Ultimate Bundle",74.99,126.97,4.6,78894,1,74.99,False,False,False,False,List: ,False,
499,B09CG9N7MN,4 Year Protection Plan for 50&quot; Amazon Fire TV Omni Series,54.99,74.99,4.6,114,1,54.99,False,False,False,False,50+ bought in past month,False,
500,B0B2GVQYML,"Amazon Kindle Scribe Brush Print Leather Folio Cover with Magnetic Attach, Sleek Protective Case",89.99,,4.3,502,8,40.49,False,False,True,True,1K+ bought in past month,False,
501,B09KMK3CDN,"Amazon Kid-Friendly Case for Fire HD 8 tablet (Only compatible with 12th generation tablet, 2022 release), Hello Teal",24.99,32.99,4.6,328,5,22.49,False,False,True,False,300+ bought in past month,False,
502,B0BG145JV1,"Kindle Scribe Essentials Bundle including Kindle Scribe (16 GB), Basic Pen, Brush Print Leather Folio Cover with Magnetic Attach - Storm Grey, and Power Adapter",389.97,449.97,4.6,210,1,389.97,False,False,False,True,List: ,False,
503,B0BNTR21ML,"All-New Made for Amazon Tilt + Swivel Stand for Echo Show 5 (3rd Generation), 2023 Release",29.99,,4.5,209,6,16.94,False,False,True,False,100+ bought in past month,False,
504,B0D934TJ2J,Ring Battery Doorbell with Ring Spotlight Cam Plus Battery (Black),249.99,269.98,,0,1,249.99,False,False,False,False,Was: ,False,
505,B0CKM5BKSQ,"Blink Video Doorbell + 3 Outdoor 4 smart security cameras (4th Gen) with Sync Module 2 | Two-year battery life, motion detection, two-way audio, HD video, Works with Alexa",319.98,,4.2,86,1,319.98,False,True,False,False,,False,
506,B0D9331PC6,Ring Battery Doorbell with Ring Stick Up Cam Battery (Black),179.99,199.98,,0,1,179.99,False,False,False,False,Was: ,False,
