,asin,product_title,product_price,product_original_price,product_star_rating,product_num_ratings,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,has_variations,product_availability
724,B0D8K1QFQH,"GE Cync A19 Smart LED Light Bulbs, Color Changing Room Décor, Works with Alexa and Google Home, Matter Compatible, LED Lights for Bedroom, Millions of Colors and White Dones (4 Pack)",44.99,,1,1,1,44.99,False,False,True,True,50+ bought in past month,False,
725,B0BNK64GCG,Certified Refurbished Echo (4th Gen) Glacier White | Smart home hub with eero Mesh Wifi Router | Turns Echo Dot into a wifi extender,144.99,,4.6,4125,1,144.99,False,False,False,False,Price may vary by color,True,
726,B0D934GTTK,Ring Battery Doorbell with Ring Stick Up Cam Battery (Black),179.99,199.98,5,1,1,179.99,False,False,False,False,Was: ,False,
727,B0BZXWQN5J,"Echo Show 5 Kids Bundle: Includes Echo Show 5 (3rd Gen, 2023 release) Kids | Galaxy &amp; Made For Amazon Disney Mickey Mouse Stand",139.98,,4.6,29,1,139.98,False,False,False,False,,False,
728,B07N8RPRF7,Echo Dot (3rd Gen) - Smart speaker with clock and Alexa - Sandstone,,,4.8,95055,1,,False,False,False,False,,False,
729,B0C1N3YCP3,"Amazon Fire Max 11 tablet and Keyboard Case bundle, power, fun, and productivity, octa-core processor, 4 GB RAM, 14-hour battery life, 64 GB, Gray",231.98,319.98,4.5,88,1,231.98,False,False,False,True,List: ,False,
730,B0CZWJXK9Z,"Ring Floodlight Cam Plus with Ring Spotlight Cam Plus, Battery White",369.98,,5,3,1,369.98,False,False,False,False,,False,
731,B0CL8HJ3HD,Echo Pop in Lavender Bloom bundle with TP-Link Kasa Smart Color Bulb,50.48,62.98,4.8,1363,1,50.48,False,False,False,False,List: ,False,
732,B09MV5GLPN,4-Year Protection plan for Amazon Fire TV 75&quot; Omni QLED Series 4K,149.99,199.99,2.2,3,1,149.99,False,False,False,False,List: ,False,
733,B0BVQ3J4WV,"Echo Dot (5th Gen) Bundle: Echo Dot (5th Gen, 2022 release) | Glacier White, and Made for Amazon, featuring The Mandalorian Baby Grogu ™-inspired Stand",64.98,77.98,4.9,19,1,64.98,False,False,False,False,List: ,False,
734,B07K8P75VV,Kindle Fabric Cover - Cobalt Blue (10th Gen - 2019 release only—will not fit Kindle Paperwhite or Kindle Oasis).,29.99,,4.7,14244,3,18.53,False,False,True,False,More Buying Choices,False,
735,B07WRF3RR5,"Certified Refurbished Fire HD 8 tablet, 8&quot; HD display, 32 GB, (2020 release), designed for portable entertainment, Plum",74.99,79.99,4.5,6820,1,74.99,False,False,True,False,List: ,False,Only 1 left in stock - order soon.
736,B0CL8QBLZN,Echo Pop in Charcoal bundle with TP-Link Kasa Smart Color Bulb,50.48,62.98,4.7,1228,1,50.48,False,False,False,False,List: ,False,
737,B0CCZD2B68,"Ring Stick Up Cam Battery with Ring Indoor Cam (2nd Gen), Black",159.98,,4.6,85,1,159.98,False,False,False,True,This product is certified by Amazon to work with Alexa. This product can be controlled with your voice through Alexa-enabled devices such as Amazon Echo and Amazon Tap.,False,
738,B08MVJ2YFT,Ring Access Controller Pro 2 – Professional installation recommended,299.0,,3.8,60,1,299.0,False,False,True,False,50+ bought in past month,False,
739,B075D3M7SB,Replacement Remote Control for Technics SL-PD687,20.7,,4.1,3,1,20.7,False,False,False,True,Shop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.,False,
740,B0CGWWGXTZ,"Ring Stick Up Cam Battery, Black 2-pack with Ring Battery Doorbell Plus",299.99,349.97,,0,1,299.99,False,False,False,True,Was: ,False,
741,B07JR2GGQR,"Dot Genie [SQUARE PLUG ONLY 2018-2021: Dot 3rd Gen Wall Mount | The Original Outlet Hanger | No Muffled Sound | Exposed Speaker Grill, Mics, and Lights (Black, 1-Pack)",14.99,,4.7,13343,1,14.99,False,False,False,True,Shop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.,False,
742,B0BRS41P86,"Ring Spotlight Cam Plus Battery, Black with All-new Ring Indoor Cam, Black",229.98,,4.7,66,1,229.98,False,False,False,False,,False,
743,B07RQ3PM35,Certified Refurbished Official Luna Wireless Controller,59.99,,4.3,348,1,59.99,False,False,True,False,100+ bought in past month,False,
744,B0CJWVHKLF,Echo Pop and Echo Show 5 (3rd Gen) | Echo Smart Speaker + Smart Display Bundle,129.98,,4.5,66,1,129.98,False,False,False,False,,False,
745,B09M653W3Y,"Certified Refurbished Echo Studio | Our best-sounding smart speaker ever - With Dolby Atmos, spatial audio processing technology, and Alexa | Glacier White",179.99,,4.4,3252,1,179.99,False,False,False,False,200+ bought in past month,False,
746,B0D6HJKDP8,Amazon Fire TV Stick 4K bundle with Blink Video Doorbell,109.98,,,0,1,109.98,False,False,False,False,,False,
747,B08F67FRDH,"Certified Refurbished Fire HD 10 tablet, 10.1&quot;, 1080p Full HD, 64 GB (2021 release), Olive",149.99,169.99,4.5,7396,1,149.99,False,False,True,False,List: ,False,Only 1 left in stock - order soon.
748,B00O28ARPY,"Hello Kitty Fur Face Cover - Red (Fits Kindle Paperwhite, Kindle &amp; Kindle Touch)",34.99,,3.7,171,1,34.99,False,False,True,False,Also available in Pink,False,
749,B07PD1NS2C,2-Year Accident Protection Plan for All Fire HD 10 (9th generation),24.99,,,0,1,24.99,False,False,False,False,,False,
750,B0CZW1GXZN,"Ring Wired Doorbell Plus with Ring Floodlight Cam Plus, White",349.98,,5,3,1,349.98,False,False,False,False,,False,
751,B0D6X2ZX4V,Amazon Fire TV Stick 4K with 2-Year Protection Plan,53.98,54.98,5,4,1,53.98,False,False,True,False,List: ,False,
752,B0D6WPC8N5,"Fire HD 10 Kids Pro Tablet (32GB, Nebula) Travel Bundle with Sleeve and Headset",245.97,,5,1,1,245.97,False,False,False,False,,False,
753,B09SR86FFF,Amazon eero 6+ system (3-pack) with FireTV Stick 4K Max,354.98,,4.5,50,1,354.98,False,False,False,False,,False,
754,B00FFS7S2U,"Supershieldz (3 Pack) Designed for Fire HDX 8.9 and Kindle Fire HDX 8.9 inch Screen Protector, High Definition Clear Shield (PET)",9.99,,4,184,1,9.99,False,False,True,True,($3.33$3.33/Count),False,Only 5 left in stock - order soon.
755,B0D933C19X,Ring Battery Doorbell with Ring Spotlight Cam Plus Battery (White),249.99,269.98,,0,1,249.99,False,False,False,False,Was: ,False,
756,B07K3M6SQD,2-Year Accident Protection Plan for Kindle Oasis (10th generation),34.99,,4.6,726,1,34.99,False,False,False,False,,False,
757,B0CX7869S2,"Ring Pan-Tilt Indoor Cam, White with Ring Stick Up Cam Battery, White",159.99,179.98,,0,1,159.99,False,False,False,False,Was: ,False,
758,B09B8MV3F1,"Echo Dot (5th Gen, 2022 release) | International Version with US Power Adaptor | Smart speaker with Alexa | Charcoal",49.99,,4.7,713,1,49.99,False,False,False,False,50+ bought in past month,False,
759,B0C3DV1KZJ,Echo Dot (5th Gen) | Glacier White with Echo Buds (2023 Release) | Black,99.98,,4.1,13,1,99.98,False,False,False,True,,False,
760,B08KSMDMLD,2-Year Accident Protection for Echo Show 5 (2nd Gen),12.99,,4.6,1298,1,12.99,False,False,False,False,,False,
761,B0CCZDS5GV,"Ring Stick Up Cam Plug-In, White with All-new Ring Indoor Cam, White",159.98,,4.7,71,1,159.98,False,False,False,True,This product is certified by Amazon to work with Alexa. This product can be controlled with your voice through Alexa-enabled devices such as Amazon Echo and Amazon Tap.,False,
762,B0D9334QRC,Ring Battery Doorbell with Ring Indoor Cam 2nd Gen (Black),139.99,159.98,,0,1,139.99,False,False,False,False,Was: ,False,
763,B0CYRD57KP,"Ring Floodlight Cam Wired Pro, White with Ring Video Doorbell Pro 2",419.99,456.98,,0,1,419.99,False,False,False,False,Was: ,False,
764,B08HCBW627,"Made for Amazon BLE Smart Switch, Gen3 Compatible with Echo v4, Echo Dot v3&amp;v4, Echo Flex, Echo Input, Echo Show 5 &amp; 8, and Echo Studio.",24.99,,3.8,412,1,24.99,False,False,True,False,,False,
765,B081DP5N9L,AWS DeepRacer Sensor Kit – Adds Object Detection to your AWS DeepRacer Autonomous 1/18th Scale Race Car,249.0,,3.5,90,1,249.0,False,False,True,False,,False,
766,B09Y6T9KF5,"Made for Amazon Snap-in Clear Case, for Kindle Scribe (2022 Release)",24.99,,4.6,203,9,11.99,False,False,True,True,Shop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.,False,
767,B0CJX297L7,Echo Show 5 + Echo Pop,129.98,,4.9,13,1,129.98,False,False,False,False,,False,
768,B01LWJ1J1Q,"MoKo Case Fits 6&quot; Kindle Paperwhite(10th Gen, 2018 Releases)/All Paperwhite 2012-2017, Auto Wake/Sleep Standing Origami Slim Shell Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite 2018, Indigo",25.99,39.99,4.4,2795,1,25.99,False,False,True,False,($5.49$5.49/in),False,Only 7 left in stock - order soon.
769,B0CX6RC3PG,"Ring Pan-Tilt Indoor Cam, White with Ring Indoor Cam (2nd Gen), White",119.99,139.98,5,3,1,119.99,False,False,False,False,Was: ,False,
770,B0D43YKHPH,Blink Video Doorbell System + Amazon Echo Pop,109.98,,3.8,15,1,109.98,False,False,False,False,,False,
771,B0D6X6VVDH,"Fire HD 10 Kids Pro Tablet (32GB, Happy Day) Travel Bundle with Sleeve and Headset",254.97,,5,2,1,254.97,False,False,False,False,,False,
772,B07FZ8S74R,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",,,4.7,985506,1,,False,False,False,False,50+ bought in past month,False,
773,B0CJCLL5DF,"Echo Show 5 Kids Bundle: Includes Echo Show 5 (3rd Gen, 2023 release) Kids | Galaxy &amp; Made for Amazon Disney Minnie Mouse Stand",139.98,,4.7,41,1,139.98,False,False,False,False,,False,
774,B0849J6WL9,AWS DeepRacer Car Battery Unlock Cable,1.0,,3.8,11,1,1.0,False,False,True,False,,False,
775,B0CD9LN2VK,"Ring Stick Up Cam Battery with Pan-Tilt, White (Power adapter and camera included)",139.99,,4.8,23,1,139.99,False,False,False,False,,False,
776,B0D9334MX3,Ring Battery Doorbell with Ring Pan-Tilt Indoor Cam (Black),169.99,179.98,,0,1,169.99,False,False,False,False,Was: ,False,
777,B0DGMMS8BP,"Blink Outdoor 4 (4th Gen) + Blink Mini – Smart security camera, two-way talk, HD live view, motion detection, set up in minutes, Works with Alexa – 8 camera system + Mini (White)",659.98,,2.3,3,1,659.98,False,False,False,False,,False,
778,B098KKD6FZ,Pinnacles Fire HD 10 Tablet,500.0,,,0,1,500.0,False,False,True,False,,False,Only 12 left in stock (more on the way).
779,B0D54WMZZH,Echo Show 8 with Sengled Smart Color Bulb,161.03,169.98,4.4,18,1,161.03,False,False,False,False,List: ,False,
780,B0CL82XW4R,Echo Pop in Midnight Teal bundle with TP-Link Kasa Smart Color Bulb,50.48,62.98,4.8,925,1,50.48,False,False,False,False,List: ,False,
781,B0D9HYH6Q8,Amazon Fire 7 Kids Tablet 16 GB 2-Pack (Blue and Purple),219.98,,5,3,1,219.98,False,False,False,False,,False,
782,B0D6HLG8YM,Amazon Fire TV Stick 4K with Alexa Voice Remote Pro,84.98,,,0,1,84.98,False,False,False,False,,False,
783,B07N41BZLR,Replacement Remote Control for Technics SA-GX470,20.74,,1,1,1,20.74,False,False,False,True,Shop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.,False,
784,B0BF2DZGBG,Echo Dot (5th Gen) Glacier White with Battery Base,89.98,,4.6,40,1,89.98,False,False,False,False,,False,
785,B07KCZZ4FZ,"Fire 7 Tablet Case (Compatible with 9th Generation, 2019 Release), Charcoal Black",,,4.5,8161,1,,False,False,False,False,,False,
786,B0CZVVGRCY,"Ring Battery Doorbell Plus with Ring Floodlight Cam Plus, White",349.98,,5,5,1,349.98,False,False,False,False,,False,
787,B0C238GH6N,"Amazon Fire Max 11 tablet bundle with Slim Cover and screen protector, style and convenience in your hands, 4 GB RAM, 64 GB, Gray",212.97,297.97,4.8,62,1,212.97,False,False,False,False,List: ,False,
788,B003YLF67O,Rapid Wall Home AC Charger for The Amazon Kindle Latest Generation (Wi-Fi Free 3G 6in. 9.7in.),21.9,,3.9,21,1,21.9,False,False,False,True,Shop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.,False,
789,B0DF1C7V3S,Echo Studio with TP-Link Tapo Smart Color Bulb,199.99,224.98,5,1,1,199.99,False,False,False,False,List: ,False,
790,B0CZVS8TW3,"Ring Spotlight Cam Pro with Ring Stick Up Cam Pro, Battery White",409.98,,5,3,1,409.98,False,False,False,False,,False,
791,B0DGQXZDB8,Echo Pop with Globe Electric,51.98,,,0,1,51.98,False,False,False,False,,False,
792,B086W7PH7N,"The Mandalorian: The Child, Stand for Amazon Echo Dot (3rd Gen)",12.95,24.95,4.8,11992,5,11.22,False,False,True,False,50+ bought in past month,False,
793,B0D8S669CY,"Panasonic Z85 Series 65-inch OLED 4K Ultra HD Smart TV with Amazon Fire TV Built-in, Dolby Vision IQ, HDR10+ Adaptive, 120Hz Refresh Rate and Alexa Built in - TV-65Z85AP",,,3,2,1,,False,False,False,False,List: ,False,
794,B01CUKZAC0,"Amazon Cover for Kindle (8th Generation, 2016 - will not fit Paperwhite, Oasis or any other generation of Kindles) - Blue",,,4.4,1409,1,,False,False,False,False,,False,
795,B0D92RTYYC,"Amazon Fire HD 8 Kids Tablet (64 GB, Blue) + Backpack (Blue)",199.98,204.98,5,28,1,199.98,False,False,False,False,List: ,False,
796,B091KN32MQ,Ring Outdoor Smart Plug with All-new Echo Show 10 (3rd Gen) - Charcoal,279.98,,,0,1,279.98,False,False,False,False,,False,
797,B0CL8J8542,"Echo Show 5 (3rd Gen, 2023 release) in Glacier White bundle with TP-Link Kasa Smart Color Bulb",100.48,112.98,4.6,244,1,100.48,False,False,False,False,List: ,False,
798,B0CZW45SQK,"Ring Spotlight Cam Plus with Ring Stick Up Cam, Battery White",269.98,,4.8,8,1,269.98,False,False,False,False,,False,
799,B01K1JVZOE,"Kasa Smart Plug Classic 15A, Smart Home Wi-Fi Outlet Works with Alexa &amp; Google Home, No Hub Required, UL Certified, 2.4G WiFi Only, 1-Pack(HS105) , White",,,4.5,13599,15,7.99,False,False,False,True,This product is certified by Amazon to work with Alexa. This product can be controlled with your voice through Alexa-enabled devices such as Amazon Echo and Amazon Tap.,False,
800,B09BHJCR5L,"Echo Show 5 (3rd Gen, 2023 release) | Smart display with deeper bass and clearer sound | International Version with UK Power Adaptor | Charcoal",89.99,,3.7,7,1,89.99,False,False,False,False,50+ bought in past month,False,
801,B07HSL23CW,Certified Refurbished Kindle (2019 release) - Now with a Built-in Front Light - White - Ad-Supported,74.99,,4.6,4303,1,74.99,False,False,True,False,Also available in BLACK,False,Only 2 left in stock - order soon.
802,B017NZ5R5M,caseable Fire Tablet Cover with &quot;Mixtape One&quot; Design,19.99,24.99,4,794,1,19.99,False,False,True,False,List: ,False,
803,B0CM9XTZ94,"Fire HD 10 Kids Pro Tablet (32GB, Nebula) + Kids Keyboard",233.98,,4.5,9,1,233.98,False,False,False,False,,False,
804,B07B7NL6YJ,Tekswamp TV Remote Control for LG 42LG30-UD,25.0,,5,1,1,25.0,False,False,False,True,Shop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them.,False,
805,B0C8PY32TR,"Ring Battery Doorbell Pro with Ring Spotlight Cam Plus, White",349.99,399.98,5,12,1,349.99,False,False,False,True,Was: ,False,
806,B0CYRJLYVC,"Echo Show 8 Bundle: Includes, Echo Show 8 (3rd Gen, 2023 release) | Glacier White and Made for Amazon Battery Base | Glacier White",199.98,,4.6,3,1,199.98,False,False,False,False,,False,
807,B08WCQ6P4V,2-Year Accident Protection for Amazon Astro,149.99,,2.4,16,1,149.99,False,False,False,False,,False,
808,B0CL8RL77F,"Echo Show 5 (3rd Gen, 2023 release) in Cloud Blue bundle with TP-Link Kasa Smart Color Bulb",100.48,112.98,4.7,326,1,100.48,False,False,False,False,List: ,False,
809,B0CDJHWHKM,"All-new Echo Show 8 (3rd Gen, 2023 release) with Blink Mini | Charcoal",179.98,,4.6,87,1,179.98,False,False,False,False,,False,
810,B0CDJHTZFF,"All-new Echo Show 8 (3rd Gen, 2023 release) with Blink Mini | Glacier White",179.98,,4.6,33,1,179.98,False,False,False,False,,False,
811,B0CX772JQ6,"Ring Pan-Tilt Indoor Cam, Black with Ring Spotlight Cam Plus Plug-In, Black",219.99,249.98,,0,1,219.99,False,False,False,False,Was: ,False,
812,B0D9337TB8,Ring Battery Doorbell with Ring Pan-Tilt Indoor Cam (Black),169.99,179.98,,0,1,169.99,False,False,False,False,Was: ,False,
813,B08M1Q2YZL,All-new Echo (4th Gen) - Glacier White - bundle with Ring A19 Smart LED Bulb,114.98,,4.6,91,1,114.98,False,False,False,False,,False,
814,B0CM9XKYJ4,"Fire HD 10 Kids Tablet (32GB, Pink) + Kids Stylus",206.98,,4.5,8,1,206.98,False,False,False,False,,False,
815,B0CX747WBH,"Ring Pan-Tilt Indoor Cam, Black with Ring Indoor Cam (2nd Gen), Black",119.99,139.98,5,1,1,119.99,False,False,False,False,Was: ,False,
816,B0BNP86XB6,"Kindle Paperwhite Essentials Bundle including Kindle Paperwhite (16 GB) - Black - Without Lockscreen Ads, Leather Cover - Agave Green, and Power Adapter",211.97,231.97,4.4,20,1,211.97,False,False,False,False,List: ,False,
817,B08NXZJJQB,"Certified Refurbished Ring Video Doorbell 4 – improved 4-second color video previews plus easy installation, and enhanced wifi – 2021 release",109.99,149.99,4.4,571,1,109.99,False,False,True,True,100+ bought in past month,False,
818,B092LN756D,"Certified Refurbished - Amazon Fire TV 43&quot; Omni Series 4K UHD smart TV, hands-free with Alexa",269.99,369.99,3.8,49,1,269.99,False,False,True,False,List: ,False,
819,B07XJ8C8F7,Echo Dot (4th Gen) | Smart speaker with clock and Alexa | Glacier White,,,4.7,240809,1,,False,False,False,True,Also available in Twilight Blue,True,
820,B0BJ1KGZWM,"All-new Echo Dot (5th Gen, 2022 release) Bundle. Includes Echo Dot (5th Gen, 2022 release) | Glacier White &amp; the Made For Amazon Wall Mount | White",57.98,69.98,5,3,1,57.98,False,False,False,False,List: ,False,
821,B07XTMC9LB,Emtek Pocket Door Mortise - Narrow Modern Rectangular Privacy Function (Flat Black),182.99,212.95,4.4,8,11,181.92,False,False,True,False,Typical: ,False,Only 1 left in stock - order soon.
822,B01IQEADEE,"2-Year Protection Plan for Fire TV Stick with all-new Alexa Voice Remote, streaming media player (2019 release)",4.99,7.99,4.6,15745,1,4.99,False,False,False,False,List: ,False,
823,B0D71STQL7,Amazon eero Pro 6E mesh Wi-Fi router (1-pack) with Made for Amazon Wall Mount,269.98,,5,2,1,269.98,False,False,False,False,,False,
824,B0CX6YNXJR,"Ring Pan-Tilt Indoor Cam, White with Ring Stick Up Cam Plug-In, White",159.99,179.98,,0,1,159.99,False,False,False,False,Was: ,False,
825,B00QLEQAP8,NuPro Anti-Glare Screen Protector for Kindle (7th &amp; 8th Generation),12.99,,4.5,1385,1,12.99,False,False,True,False,,False,Only 4 left in stock - order soon.
826,B0CX772S2K,"Ring Pan-Tilt Indoor Cam, Black with Ring Stick Up Cam Battery, Black",159.99,179.98,,0,1,159.99,False,False,False,False,Was: ,False,
827,B0CM9X8YC9,"Fire HD 10 Kids Tablet (32GB, Blue) + Kids Stylus",206.98,,4.4,10,1,206.98,False,False,False,False,,False,
828,B0067H4RAE,"Moshi Moonrock In-Ear Headphones, Pink",29.95,39.0,3.8,188,1,29.95,False,False,True,False,List: ,False,Only 1 left in stock - order soon.
829,B09BFRLZZ5,"Amazon Basics Smart A19 LED Light Bulb, Multicolor Changing, 7W (60W Equivalent), 800LM, Works with Alexa Only, 2.4 GHz Wi-Fi, No Hub Required, 1-Pack",,,4.5,19111,1,,False,False,False,True,500+ bought in past month,False,
830,B0BXPFN2SK,"Moko Slim Sleeve Compatible with 6.8&quot; Kindle Paperwhite 2021/ Fire 7&quot; Tablet 2022, Anti-Scratch PU Leather Case Cover Soft Felt Lining Protective Insert Carrying Pouch, Black",15.99,21.99,4.2,686,1,15.99,False,False,True,False,List: ,False,
831,B0DCHD52S2,"Ring Wired Doorbell Plus with Ring Floodlight Cam Pro, White",399.98,,,0,1,399.98,False,False,False,False,,False,
832,B0D1XGX6GT,LaView 4MP Light Bulb Camera，White，10PK,299.99,,4.1,13242,1,299.99,False,False,True,False,($30.00$30.00/Count),False,
833,B0CHLFCW48,"Ring Floodlight Cam Wired Plus, Black with Ring Video Doorbell, Satin Nickel",299.98,,4.5,27,1,299.98,False,False,False,True,This product is certified by Amazon to work with Alexa. This product can be controlled with your voice through Alexa-enabled devices such as Amazon Echo and Amazon Tap.,False,
834,B0BHVGPK83,Echo (4th Gen) | Charcoal with Philips Hue Color Smart Bulb,143.98,,4.8,381,1,143.98,False,False,False,False,,False,
835,B0DF15CZBS,Echo Show 10 with TP-Link Tapo Smart Color Bulb,249.99,274.98,,0,1,249.99,False,False,False,False,List: ,False,
836,B09SR451K2,Amazon eero Pro 6E system (3-pack) with $100 Amazon.com Gift Card,649.99,,4.2,6,1,649.99,False,False,False,False,,False,
837,B09WXJKYGJ,Echo Pop | Full sound compact smart speaker with Alexa | I International Version with UK Power Adaptor | Charcoal,58.67,,3.4,4,1,58.67,False,False,False,False,,False,
838,B0DHF6P46C,Echo Pop with WiZ Smart Color Bulb,50.98,,,0,1,50.98,False,False,False,False,,False,
839,B0D54T8973,Echo Pop with Sengled Bluetooth Mesh Bulb (1 count),48.93,49.98,4.9,101,1,48.93,False,False,False,False,List: ,False,
840,B08S35N9FF,Ring Jobsite Security – Powered Case,129.99,,3.4,3,1,129.99,False,False,True,False,,False,
841,B0CX7NDCV3,"Ring Pan-Tilt Indoor Cam, White with Ring Floodlight Cam Wired Plus, White",279.98,,,0,1,279.98,False,False,False,False,,False,
842,B07GTMGKYV,"Certified Refurbished Ring Spotlight Cam Wired: Plugged-in HD security camera with built-in spotlights, two-way talk and a siren alarm, White, Works with Alexa",159.99,,4.6,4149,1,159.99,False,False,True,True,100+ bought in past month,False,
843,B07KZCYF7D,"Certified Refurbished Fire 7 Tablet, 7&quot; display, 16 GB (2019 release) - Twilight Blue",,,4.2,8949,1,,False,False,False,False,,True,
844,B0B4BRN9H2,"Ring Home Safety Alarm Accessories with Alarm Panic Button (2nd gen), Glass Break Sensor, Smoke and CO Listener, and Flood and Freeze Sensor",119.99,139.96,5,7,1,119.99,False,False,False,False,Was: ,False,
845,B0CHX6XCFL,"Ring Wired Doorbell Pro (Video Doorbell Pro 2) with Ring Indoor Cam (2nd Gen), White",289.98,,5,13,1,289.98,False,False,False,True,This product is certified by Amazon to work with Alexa. This product can be controlled with your voice through Alexa-enabled devices such as Amazon Echo and Amazon Tap.,False,
846,B0B64MRH6S,Amazon eero 1U Rack Shelf for eero PoE Gateway,99.99,,3.8,4,1,99.99,False,False,True,False,,False,
847,B09XWWQM9S,"WiZ Connected 2-Pack A19 Dimmable Soft White Bulbs, Compatible with Alexa, Google Assistant, and Soft White K 2 Bulbs 603647 WiZ - A19 Smart LED Soft White Bulb 2pk",,,4.1,339,1,,False,False,False,False,,False,
848,B0CK5GMF2X,"Fire 7 Kids Tablet (16GB, Purple) + Kids Stylus",126.98,,1,1,1,126.98,False,False,False,False,,False,
849,B0C9RBVS6C,"Certified Refurbished Fire TV Cube (2nd Gen), Hands-free streaming device with Alexa, 4K Ultra HD, includes 1-Year SquareTrade Warranty",99.99,,4.6,132,1,99.99,False,False,True,False,,False,
850,B0CVNKJTZH,"Ring Battery Doorbell Pro with Ring Stick Up Cam Battery, White",299.99,,4.7,8,1,299.99,False,False,False,False,,False,
851,B0939T344X,Echo (4th Gen) in Charcoal bundle with TP-Link Kasa Smart Color Bulb,110.48,122.98,4.7,87,1,110.48,False,False,False,False,List: ,False,
852,B09T38R3SR,Echo Show 10 (3rd Gen) | HD smart display with motion and Alexa | Glacier White | with Wyze Cam V3,285.79,,4.6,99,1,285.79,False,False,False,False,,False,
853,B0CX6V84GJ,"Ring Pan-Tilt Indoor Cam, Black with Ring Stick Up Cam Plug-In, Black",159.99,179.98,,0,1,159.99,False,False,False,False,Was: ,False,
854,B0D22R7C3N,Smart Home Bundle - Echo Show 8 + Blink Video Doorbell + Blink Outdoor 4 1-Cam System + 2 Smart Plugs,359.95,,4,3,1,359.95,False,False,False,False,,False,
855,B09RX3HZG8,"Echo Dot (5th Gen, 2022 release) with clock | International Version with EU Power Adaptor | Smart speaker with clock and Alexa | Glacier White",59.99,,3.6,55,1,59.99,False,False,False,False,,False,
856,B0CCZMMYWQ,"Ring Stick Up Cam Plug-In, Black with All-new Ring Indoor Cam, Black",159.98,,4.7,33,1,159.98,False,False,False,True,This product is certified by Amazon to work with Alexa. This product can be controlled with your voice through Alexa-enabled devices such as Amazon Echo and Amazon Tap.,False,
857,B0CLKRZMK1,Echo Pop + Alexa Emergency Assist Yearly (auto-renewal) | Full sound compact smart speaker | Charcoal,80.99,98.99,1,1,1,76.99,False,False,True,False,List Price: ,False,
858,B0D54T79SS,Echo Pop with Sengled Bluetooth Mesh Bulb (1 count),48.93,49.98,4.7,74,1,48.93,False,False,False,False,List: ,False,
859,B0CZSC116C,Echo Show 5 (3rd Gen) Smart Display Bundle with Tapo 2K Pan/Tilt Indoor Security Camera,109.98,124.98,5,1,1,109.98,False,False,False,False,List: ,False,
860,B0D68C7FGD,All-new Amazon Echo Spot (2024 release) in Amazon Black bundle with Amazon Smart Plug,104.98,,,0,1,104.98,False,False,False,False,,False,
861,B0CZVVGV2F,"Ring Wired Doorbell Plus with Ring Stick Up Cam, Plug-In White",249.98,,,0,1,249.98,False,False,False,False,,False,
862,B0BL5RKSHH,Carrera Smart Glasses with Alexa | Smart audio glasses | Sprinter black frames with blue light filtering lenses | Square,389.99,,4,64,1,389.99,False,False,True,True,,False,
863,B07H8WS1FT,"Fire 7 Kids tablet, 7&quot; Display, ages 3-7, 16 GB, (2019 release), Blue Kid-Proof Case",99.99,,4.5,239549,1,99.99,False,False,True,False,,True,Only 2 left in stock - order soon.
864,B0CZW2GVPS,"Ring Floodlight Cam Plus with Ring Stick Up Cam, Plug-In White",299.98,,4.7,4,1,299.98,False,False,False,False,,False,
865,B0758L64L9,"Ring Spotlight Cam Battery HD Security Camera with Built Two-Way Talk and a Siren Alarm, Works with Alexa - White",,,4.6,38478,1,,False,False,False,True,This product is certified by Amazon to work with Alexa. This product can be controlled with your voice through Alexa-enabled devices such as Amazon Echo and Amazon Tap.,False,
866,B0CDB5BQD8,"Ring Stick Up Cam Battery with Pan-Tilt, Black (Power adapter and camera included)",139.99,,4.4,7,1,139.99,False,False,False,False,,False,
867,B00IU7CEV8,Incipio Journal Solid,29.99,,3.7,125,1,29.99,False,False,True,False,,False,
868,B00LNTLK9C,"Incipio Standing Folio Case for Amazon Fire HD 7 (only fits 4th Generation Fire HD 7), Black",29.99,,4,102,1,29.99,False,False,True,False,Also available in Orchid,False,
869,B0CZSBV8LG,Echo Show 5 (3rd Gen) Smart Display Bundle with Tapo 2K Pan/Tilt Indoor Security Camera,109.98,124.98,5,1,1,109.98,False,False,False,False,List: ,False,
870,B0CZWD4SVZ,"Ring Wired Doorbell Pro with Ring Spotlight Cam Plus, Plug-In White",399.98,,,0,1,399.98,False,False,False,False,,False,
871,B0149EDAM2,"Verso Kindle Case - Scholar Classic Purple Composition Book Folio Style Protective Case for Amazon Kindle (fits Kindle Paperwhite, Kindle, and Kindle Touch), Purple",29.99,,3.6,149,1,29.99,False,False,True,False,,False,
